hh1,hh2,area,zone,state,hh_members_num,hhsex,hhage,helevel,wi_quintile_mics,urban_wi_quintile_mics,fies_score,hh_mn_mean_age_yrs,hh_wm_mean_age_yrs,hh_mn_mean_life_satisfaction,hh_mn_overall_happiness,hh_wm_mean_life_satisfaction,hh_wm_overall_happiness
11.0,18.0,RURAL,South East,ABIA,5.0,Male,36.0,Senior secondary,Fourth,,6,,28.0,,,3.0,0.0
11.0,19.0,RURAL,South East,ABIA,5.0,Male,52.0,Primary,Richest,,6,15.0,29.0,7.0,0.0,6.0,2.0
11.0,20.0,RURAL,South East,ABIA,1.0,Female,74.0,Primary,Richest,,3,,,,,,
13.0,1.0,RURAL,South East,ABIA,8.0,Male,54.0,Primary,Second,,8,,22.666666666666668,,,3.6666666666666665,2.0
13.0,2.0,RURAL,South East,ABIA,4.0,Male,45.0,Higher/tertiary,Fourth,,2,,44.0,,,4.0,1.0
13.0,3.0,RURAL,South East,ABIA,3.0,Male,47.0,Primary,Poorest,,4,33.5,48.0,7.0,1.0,4.0,1.0
13.0,4.0,RURAL,South East,ABIA,3.0,Male,75.0,Primary,Poorest,,6,,,,,,
13.0,5.0,RURAL,South East,ABIA,1.0,Female,65.0,None,Poorest,,8,,,,,,
13.0,6.0,RURAL,South East,ABIA,1.0,Female,86.0,None,Poorest,,8,,,,,,
13.0,7.0,RURAL,South East,ABIA,5.0,Male,36.0,Senior secondary,Middle,,7,36.0,33.0,6.0,1.0,3.0,0.0
13.0,8.0,RURAL,South East,ABIA,4.0,Male,34.0,Senior secondary,Middle,,8,,25.0,,,4.0,0.0
13.0,9.0,RURAL,South East,ABIA,5.0,Male,64.0,Senior secondary,Second,,8,,26.0,,,4.0,2.0
13.0,10.0,RURAL,South East,ABIA,4.0,Female,82.0,None,Poorest,,7,,46.0,,,5.0,0.0
13.0,11.0,RURAL,South East,ABIA,4.0,Male,52.0,Primary,Poorest,,8,,,,,,
13.0,12.0,RURAL,South East,ABIA,3.0,Male,55.0,Primary,Poorest,,7,,46.0,,,3.0,1.0
13.0,13.0,RURAL,South East,ABIA,4.0,Male,32.0,Junior secondary,Poorest,,8,32.0,22.0,7.0,1.0,4.0,1.0
13.0,14.0,RURAL,South East,ABIA,1.0,Male,17.0,Senior secondary,Second,,0,,,,,,
13.0,15.0,RURAL,South East,ABIA,1.0,Female,48.0,Primary,Second,,8,,48.0,,,3.0,0.0
13.0,16.0,RURAL,South East,ABIA,1.0,Female,65.0,None,Poorest,,8,,,,,,
13.0,17.0,RURAL,South East,ABIA,4.0,Male,95.0,None,Second,,8,27.0,23.0,8.0,1.0,4.0,0.0
13.0,18.0,RURAL,South East,ABIA,3.0,Male,38.0,Junior secondary,Second,,8,,27.0,,,4.0,0.0
13.0,19.0,RURAL,South East,ABIA,4.0,Male,37.0,Primary,Middle,,8,37.0,35.0,8.0,0.0,4.0,0.0
13.0,20.0,RURAL,South East,ABIA,4.0,Male,36.0,Senior secondary,Second,,8,,22.5,,,3.5,0.0
14.0,1.0,RURAL,South East,ABIA,4.0,Male,54.0,Junior secondary,Middle,,7,,46.0,,,4.0,1.0
14.0,2.0,RURAL,South East,ABIA,4.0,Male,45.0,Senior secondary,Richest,,7,45.0,39.0,5.0,1.0,4.0,1.0
14.0,3.0,RURAL,South East,ABIA,5.0,Male,74.0,Primary,Middle,,7,,48.0,,,3.0,0.0
14.0,4.0,RURAL,South East,ABIA,3.0,Female,73.0,Primary,Middle,,8,,,,,,
14.0,5.0,RURAL,South East,ABIA,2.0,Male,60.0,Junior secondary,Fourth,,8,,,,,,
14.0,6.0,RURAL,South East,ABIA,2.0,Male,79.0,Senior secondary,Richest,,2,,42.0,,,5.0,1.0
14.0,7.0,RURAL,South East,ABIA,3.0,Female,47.0,Junior secondary,Second,,6,,47.0,,,2.0,0.0
14.0,8.0,RURAL,South East,ABIA,4.0,Male,30.0,Higher/tertiary,Middle,,8,30.0,24.0,5.0,1.0,4.0,1.0
14.0,9.0,RURAL,South East,ABIA,1.0,Female,66.0,Primary,Fourth,,0,,,,,,
14.0,10.0,RURAL,South East,ABIA,7.0,Male,55.0,Senior secondary,Second,,8,,32.0,,,2.5,1.0
14.0,11.0,RURAL,South East,ABIA,4.0,Male,32.0,Primary,Fourth,,8,,25.0,,,3.0,0.0
14.0,12.0,RURAL,South East,ABIA,6.0,Male,35.0,Senior secondary,Fourth,,8,35.0,28.0,6.0,1.0,3.0,1.0
14.0,13.0,RURAL,South East,ABIA,10.0,Male,55.0,Primary,Fourth,,8,,26.5,,,3.5,2.0
14.0,14.0,RURAL,South East,ABIA,4.0,Male,80.0,Primary,Fourth,,8,,,,,,
14.0,15.0,RURAL,South East,ABIA,7.0,Male,48.0,Junior secondary,Fourth,,0,,25.0,,,3.5,2.0
14.0,16.0,RURAL,South East,ABIA,7.0,Male,61.0,None,Richest,,4,35.0,39.0,6.333333333333333,1.0,4.0,1.0
14.0,17.0,RURAL,South East,ABIA,6.0,Male,40.0,Senior secondary,Fourth,,1,,36.0,,,4.0,1.0
14.0,18.0,RURAL,South East,ABIA,7.0,Male,45.0,Senior secondary,Second,,6,31.0,35.0,6.0,2.0,4.0,0.0
14.0,19.0,RURAL,South East,ABIA,2.0,Female,49.0,Junior secondary,Middle,,1,,33.0,,,4.5,1.0
14.0,20.0,RURAL,South East,ABIA,8.0,Female,65.0,None,Poorest,,4,40.0,35.0,6.0,1.0,4.0,1.0
15.0,1.0,RURAL,South East,ABIA,5.0,Male,55.0,Higher/tertiary,Richest,,1,,41.0,,,10.0,1.0
15.0,3.0,RURAL,South East,ABIA,8.0,Male,48.0,Primary,Middle,,8,48.0,39.0,2.0,0.0,6.0,1.0
15.0,4.0,RURAL,South East,ABIA,5.0,Female,47.0,Primary,Second,,8,,47.0,,,5.0,1.0
15.0,5.0,RURAL,South East,ABIA,5.0,Male,20.0,Primary,Second,,7,20.0,,5.0,0.0,,
15.0,6.0,RURAL,South East,ABIA,4.0,Male,32.0,Senior secondary,Second,,6,,26.0,,,4.0,0.0
15.0,7.0,RURAL,South East,ABIA,1.0,Male,68.0,Primary,Middle,,0,,,,,,
15.0,8.0,RURAL,South East,ABIA,1.0,Male,28.0,Junior secondary,Second,,6,,,,,,
15.0,9.0,RURAL,South East,ABIA,5.0,Male,43.0,Primary,Fourth,,7,43.0,39.0,2.0,0.0,9.0,0.0
15.0,10.0,RURAL,South East,ABIA,9.0,Female,46.0,Junior secondary,Fourth,,4,,23.0,,,5.0,3.0
15.0,11.0,RURAL,South East,ABIA,6.0,Female,54.0,Primary,Fourth,,5,26.0,21.0,5.0,0.0,10.0,1.0
15.0,12.0,RURAL,South East,ABIA,5.0,Male,46.0,Primary,Fourth,,1,,31.0,,,5.5,2.0
15.0,13.0,RURAL,South East,ABIA,6.0,Female,45.0,Senior secondary,Middle,,7,21.0,30.0,5.0,0.0,5.5,2.0
15.0,14.0,RURAL,South East,ABIA,5.0,Male,43.0,Senior secondary,Middle,,5,,28.0,,,4.0,0.0
15.0,15.0,RURAL,South East,ABIA,8.0,Male,42.0,Senior secondary,Richest,,4,42.0,37.0,3.0,0.0,8.0,1.0
15.0,16.0,RURAL,South East,ABIA,7.0,Male,35.0,Senior secondary,Richest,,1,,31.0,,,10.0,1.0
15.0,17.0,RURAL,South East,ABIA,6.0,Male,42.0,Senior secondary,Middle,,7,42.0,31.0,3.0,0.0,6.0,1.0
15.0,18.0,RURAL,South East,ABIA,4.0,Male,37.0,Junior secondary,Second,,4,,25.0,,,6.0,1.0
15.0,19.0,RURAL,South East,ABIA,2.0,Female,54.0,Primary,Second,,4,28.0,,4.0,0.0,,
15.0,20.0,RURAL,South East,ABIA,2.0,Female,74.0,Senior secondary,Middle,,3,,,,,,
16.0,1.0,RURAL,South East,ABIA,5.0,Male,61.0,Junior secondary,Fourth,,5,18.5,47.0,4.5,0.0,4.0,0.0
16.0,2.0,RURAL,South East,ABIA,3.0,Female,46.0,Primary,Middle,,5,,46.0,,,4.0,0.0
16.0,3.0,RURAL,South East,ABIA,7.0,Male,64.0,Primary,Fourth,,3,,19.0,,,4.0,0.0
16.0,4.0,RURAL,South East,ABIA,6.0,Male,34.0,Junior secondary,Middle,,0,,29.0,,,6.0,1.0
16.0,5.0,RURAL,South East,ABIA,7.0,Male,45.0,Primary,Middle,,6,41.0,29.0,5.0,0.0,4.0,0.0
16.0,6.0,RURAL,South East,ABIA,4.0,Female,65.0,Primary,Second,,6,,,,,,
16.0,7.0,RURAL,South East,ABIA,8.0,Male,34.0,Primary,Middle,,7,34.0,29.0,4.0,0.0,6.0,1.0
16.0,8.0,RURAL,South East,ABIA,2.0,Female,46.0,Higher/tertiary,Middle,,1,,46.0,,,4.0,0.0
16.0,9.0,RURAL,South East,ABIA,2.0,Female,61.0,Primary,Middle,,0,45.0,,5.0,0.0,,
16.0,10.0,RURAL,South East,ABIA,3.0,Male,65.0,Primary,Second,,6,,42.0,,,5.0,1.0
16.0,11.0,RURAL,South East,ABIA,5.0,Male,34.0,Senior secondary,Fourth,,7,34.0,30.0,3.0,0.0,4.0,1.0
16.0,12.0,RURAL,South East,ABIA,2.0,Female,42.0,Primary,Middle,,7,,42.0,,,5.0,1.0
16.0,13.0,RURAL,South East,ABIA,2.0,Male,76.0,Primary,Middle,,1,45.0,,4.0,0.0,,
16.0,14.0,RURAL,South East,ABIA,7.0,Male,38.0,Senior secondary,Middle,,6,,32.0,,,6.0,1.0
16.0,15.0,RURAL,South East,ABIA,1.0,Male,41.0,Primary,Middle,,7,41.0,,5.0,0.0,,
16.0,16.0,RURAL,South East,ABIA,3.0,Male,28.0,Senior secondary,Fourth,,6,,24.0,,,7.0,1.0
16.0,17.0,RURAL,South East,ABIA,6.0,Male,64.0,Primary,Middle,,4,29.0,20.0,4.333333333333333,0.0,4.0,0.0
16.0,18.0,RURAL,South East,ABIA,6.0,Female,67.0,None,Fourth,,5,,31.0,,,4.0,1.0
16.0,19.0,RURAL,South East,ABIA,6.0,Male,43.0,Senior secondary,Richest,,2,42.0,29.5,3.0,0.0,6.0,2.0
16.0,20.0,RURAL,South East,ABIA,1.0,Female,70.0,None,Middle,,7,,,,,,
17.0,1.0,RURAL,South East,ABIA,1.0,Male,24.0,Senior secondary,Middle,,4,24.0,,5.0,1.0,,
17.0,2.0,RURAL,South East,ABIA,5.0,Female,48.0,Senior secondary,Second,,7,,29.666666666666668,,,3.0,1.0
17.0,3.0,RURAL,South East,ABIA,4.0,Male,63.0,Senior secondary,Fourth,,7,18.0,48.0,5.0,1.0,5.0,1.0
17.0,4.0,RURAL,South East,ABIA,1.0,Female,48.0,Primary,Second,,6,,48.0,,,3.0,0.0
17.0,5.0,RURAL,South East,ABIA,5.0,Male,38.0,Higher/tertiary,Middle,,7,38.0,25.0,0.0,1.0,6.0,0.0
17.0,7.0,RURAL,South East,ABIA,2.0,Female,71.0,None,Second,,3,,,,,,
17.0,8.0,RURAL,South East,ABIA,3.0,Male,90.0,None,Middle,,2,,,,,,
17.0,9.0,RURAL,South East,ABIA,2.0,Male,68.0,Primary,Second,,4,,,,,,
17.0,10.0,RURAL,South East,ABIA,1.0,Male,62.0,Primary,Poorest,,4,,,,,,
17.0,11.0,RURAL,South East,ABIA,7.0,Male,36.0,Senior secondary,Middle,,4,36.0,26.0,5.0,1.0,4.0,0.0
17.0,12.0,RURAL,South East,ABIA,1.0,Female,84.0,None,Second,,3,,,,,,
17.0,13.0,RURAL,South East,ABIA,4.0,Female,53.0,None,Second,,5,,,,,,
17.0,14.0,RURAL,South East,ABIA,6.0,Male,49.0,Senior secondary,Fourth,,2,,34.0,,,9.0,1.0
17.0,15.0,RURAL,South East,ABIA,2.0,Male,61.0,Senior secondary,Fourth,,0,,,,,,
17.0,16.0,RURAL,South East,ABIA,1.0,Male,16.0,Senior secondary,Fourth,,3,,,,,,
17.0,17.0,RURAL,South East,ABIA,1.0,Male,23.0,Higher/tertiary,Richest,,2,,,,,,
17.0,18.0,RURAL,South East,ABIA,4.0,Male,42.0,Higher/tertiary,Richest,,0,,,,,,
17.0,19.0,RURAL,South East,ABIA,1.0,Male,55.0,Primary,Fourth,,0,,,,,,
17.0,20.0,RURAL,South East,ABIA,8.0,Male,59.0,Primary,Fourth,,0,,49.0,,,3.0,0.0
18.0,1.0,RURAL,South East,ABIA,2.0,Male,68.0,Higher/tertiary,Richest,,2,,,,,,
18.0,2.0,RURAL,South East,ABIA,4.0,Female,46.0,Junior secondary,Middle,,8,,46.0,,,1.0,1.0
18.0,3.0,RURAL,South East,ABIA,2.0,Female,78.0,Primary,Middle,,3,,,,,,
18.0,4.0,RURAL,South East,ABIA,2.0,Male,64.0,Senior secondary,Fourth,,7,,,,,,
18.0,5.0,RURAL,South East,ABIA,6.0,Male,49.0,Senior secondary,Fourth,,0,,46.0,,,5.0,0.0
18.0,6.0,RURAL,South East,ABIA,1.0,Female,80.0,Junior secondary,Second,,5,,,,,,
18.0,7.0,RURAL,South East,ABIA,3.0,Male,58.0,Primary,Poorest,,6,,,,,,
18.0,8.0,RURAL,South East,ABIA,3.0,Male,61.0,Senior secondary,Richest,,7,37.0,,4.0,0.0,,
18.0,9.0,RURAL,South East,ABIA,2.0,Female,74.0,Primary,Middle,,3,,,,,,
18.0,10.0,RURAL,South East,ABIA,7.0,Male,51.0,Senior secondary,Fourth,,6,,33.0,,,4.0,0.0
18.0,11.0,RURAL,South East,ABIA,5.0,Male,49.0,Higher/tertiary,Richest,,2,,44.0,,,9.0,1.0
18.0,12.0,RURAL,South East,ABIA,8.0,Male,62.0,None,Middle,,8,25.0,21.0,4.5,1.0,8.0,0.0
18.0,13.0,RURAL,South East,ABIA,3.0,Male,35.0,Senior secondary,Fourth,,4,,25.0,,,4.0,1.0
18.0,14.0,RURAL,South East,ABIA,1.0,Male,47.0,Primary,Fourth,,7,47.0,,3.0,0.0,,
18.0,15.0,RURAL,South East,ABIA,7.0,Male,51.0,Senior secondary,Second,,5,,43.0,,,7.0,0.0
18.0,16.0,RURAL,South East,ABIA,1.0,Male,47.0,Junior secondary,Fourth,,6,47.0,,4.0,0.0,,
18.0,17.0,RURAL,South East,ABIA,7.0,Male,51.0,Primary,Fourth,,8,,36.0,,,7.0,1.0
18.0,18.0,RURAL,South East,ABIA,4.0,Female,46.0,Primary,Middle,,7,16.0,46.0,4.0,0.0,3.0,1.0
18.0,19.0,RURAL,South East,ABIA,6.0,Male,34.0,Junior secondary,Fourth,,5,,34.0,,,10.0,1.0
18.0,20.0,RURAL,South East,ABIA,1.0,Male,49.0,Primary,Middle,,8,49.0,,5.0,0.0,,
19.0,1.0,RURAL,South East,ABIA,3.0,Male,64.0,Primary,Fourth,,1,18.0,,5.0,0.0,,
19.0,2.0,RURAL,South East,ABIA,1.0,Female,81.0,None,Middle,,3,,,,,,
19.0,3.0,RURAL,South East,ABIA,3.0,Female,43.0,Primary,Middle,,8,26.0,30.5,2.0,0.0,4.0,0.0
19.0,4.0,RURAL,South East,ABIA,6.0,Male,41.0,Senior secondary,Second,,7,,27.0,,,4.0,0.0
19.0,5.0,RURAL,South East,ABIA,7.0,Female,71.0,None,Second,,6,,20.0,,,6.0,1.0
19.0,6.0,RURAL,South East,ABIA,5.0,Female,55.0,Primary,Middle,,1,,25.5,,,5.0,2.0
19.0,7.0,RURAL,South East,ABIA,4.0,Male,60.0,Primary,Middle,,6,18.5,,5.0,0.0,,
19.0,8.0,RURAL,South East,ABIA,5.0,Female,59.0,Primary,Middle,,8,,19.0,,,5.0,2.0
19.0,9.0,RURAL,South East,ABIA,7.0,Male,49.0,Primary,Middle,,8,28.0,29.333333333333332,4.333333333333333,0.0,5.333333333333333,3.0
19.0,10.0,RURAL,South East,ABIA,5.0,Male,74.0,Primary,Middle,,7,,17.0,,,6.0,1.0
19.0,11.0,RURAL,South East,ABIA,3.0,Male,63.0,Higher/tertiary,Fourth,,0,,,,,,
19.0,12.0,RURAL,South East,ABIA,8.0,Male,49.0,Primary,Fourth,,7,,34.0,,,6.5,2.0
19.0,13.0,RURAL,South East,ABIA,5.0,Male,51.0,Primary,Middle,,7,,42.0,,,2.0,0.0
19.0,14.0,RURAL,South East,ABIA,7.0,Female,75.0,Primary,Middle,,7,,28.333333333333332,,,5.0,2.0
19.0,15.0,RURAL,South East,ABIA,4.0,Male,73.0,Primary,Middle,,7,27.0,,5.0,0.0,,
19.0,16.0,RURAL,South East,ABIA,8.0,Male,63.0,Higher/tertiary,Fourth,,7,,20.666666666666668,,,4.666666666666667,1.0
19.0,17.0,RURAL,South East,ABIA,2.0,Female,55.0,Primary,Middle,,7,,,,,,
19.0,18.0,RURAL,South East,ABIA,8.0,Female,69.0,Primary,Second,,7,,25.0,,,5.0,2.0
19.0,19.0,RURAL,South East,ABIA,4.0,Female,53.0,Primary,Second,,7,,35.0,,,5.0,0.0
19.0,20.0,RURAL,South East,ABIA,3.0,Male,31.0,Senior secondary,Fourth,,7,,28.0,,,4.0,1.0
20.0,1.0,RURAL,South East,ABIA,2.0,Female,53.0,Primary,Middle,,6,27.0,,2.0,0.0,,
20.0,2.0,RURAL,South East,ABIA,6.0,Male,50.0,Primary,Middle,,8,,33.0,,,5.5,2.0
20.0,3.0,RURAL,South East,ABIA,6.0,Male,41.0,Senior secondary,Middle,,8,43.0,30.0,2.0,0.0,4.0,0.0
20.0,4.0,RURAL,South East,ABIA,2.0,Male,48.0,Primary,Fourth,,7,,31.0,,,4.0,0.0
20.0,5.0,RURAL,South East,ABIA,5.0,Male,48.0,Senior secondary,Second,,8,32.0,38.0,4.0,0.0,4.0,0.0
20.0,6.0,RURAL,South East,ABIA,7.0,Male,71.0,Higher/tertiary,Richest,,2,,17.0,,,6.0,1.0
20.0,7.0,RURAL,South East,ABIA,4.0,Male,49.0,Primary,Fourth,,6,49.0,31.0,5.0,0.0,5.0,1.0
20.0,8.0,RURAL,South East,ABIA,2.0,Female,83.0,Primary,Middle,,7,,15.0,,,4.0,1.0
20.0,9.0,RURAL,South East,ABIA,5.0,Male,40.0,Senior secondary,Middle,,7,40.0,40.0,4.0,0.0,4.0,0.0
20.0,10.0,RURAL,South East,ABIA,5.0,Male,42.0,Primary,Fourth,,7,,36.0,,,6.0,0.0
20.0,11.0,RURAL,South East,ABIA,7.0,Male,38.0,Senior secondary,Fourth,,4,34.666666666666664,32.0,3.0,0.0,5.0,1.0
20.0,12.0,RURAL,South East,ABIA,6.0,Male,49.0,Primary,Second,,7,,36.0,,,6.0,1.0
20.0,13.0,RURAL,South East,ABIA,4.0,Male,45.0,Primary,Middle,,7,45.0,24.0,6.0,0.0,4.0,0.0
20.0,14.0,RURAL,South East,ABIA,5.0,Male,42.0,Junior secondary,Fourth,,7,,33.0,,,5.0,1.0
20.0,15.0,RURAL,South East,ABIA,7.0,Male,43.0,Higher/tertiary,Fourth,,6,43.0,43.0,2.0,0.0,6.0,1.0
20.0,16.0,RURAL,South East,ABIA,5.0,Female,55.0,Higher/tertiary,Fourth,,6,,24.0,,,4.0,0.0
20.0,17.0,RURAL,South East,ABIA,5.0,Male,42.0,Junior secondary,Fourth,,6,42.0,33.0,5.0,0.0,6.0,1.0
20.0,18.0,RURAL,South East,ABIA,4.0,Male,42.0,Primary,Middle,,7,,35.0,,,5.0,1.0
20.0,19.0,RURAL,South East,ABIA,10.0,Male,51.0,Primary,Second,,8,17.5,30.0,5.0,0.0,4.5,1.0
20.0,20.0,RURAL,South East,ABIA,3.0,Male,56.0,Senior secondary,Middle,,7,,,,,,
21.0,1.0,RURAL,South East,ABIA,2.0,Female,90.0,Primary,Fourth,,8,,,,,,
21.0,2.0,RURAL,South East,ABIA,4.0,Male,58.0,Higher/tertiary,Fourth,,0,,,,,,
21.0,3.0,RURAL,South East,ABIA,2.0,Female,56.0,Senior secondary,Fourth,,2,,34.0,,,3.0,0.0
21.0,4.0,RURAL,South East,ABIA,6.0,Male,48.0,Primary,Middle,,3,,32.0,,,4.0,0.0
21.0,5.0,RURAL,South East,ABIA,9.0,Male,49.0,Primary,Fourth,,3,33.5,46.0,3.5,1.0,3.0,0.0
21.0,6.0,RURAL,South East,ABIA,4.0,Male,40.0,None,Second,,8,,30.0,,,4.0,1.0
21.0,7.0,RURAL,South East,ABIA,3.0,Male,64.0,Senior secondary,Middle,,8,,31.0,,,3.5,1.0
21.0,8.0,RURAL,South East,ABIA,7.0,Male,39.0,Primary,Second,,6,,38.0,,,3.0,0.0
21.0,9.0,RURAL,South East,ABIA,3.0,Female,66.0,Primary,Poorest,,8,19.0,,4.0,0.0,,
21.0,10.0,RURAL,South East,ABIA,1.0,Male,69.0,Primary,Middle,,0,,,,,,
21.0,11.0,RURAL,South East,ABIA,5.0,Male,37.0,Senior secondary,Middle,,5,37.0,30.0,6.0,1.0,10.0,1.0
21.0,12.0,RURAL,South East,ABIA,11.0,Male,49.0,Junior secondary,Middle,,5,,26.333333333333332,,,5.0,1.0
21.0,13.0,RURAL,South East,ABIA,2.0,Male,64.0,Primary,Fourth,,0,,,,,,
21.0,14.0,RURAL,South East,ABIA,3.0,Male,35.0,Primary,Middle,,4,,29.0,,,9.0,1.0
21.0,15.0,RURAL,South East,ABIA,6.0,Male,40.0,Senior secondary,Middle,,5,40.0,37.0,4.0,1.0,7.0,1.0
21.0,16.0,RURAL,South East,ABIA,4.0,Male,69.0,Senior secondary,Middle,,8,,26.0,,,2.0,0.0
21.0,17.0,RURAL,South East,ABIA,3.0,Female,71.0,Primary,Middle,,8,,38.0,,,3.0,0.0
21.0,18.0,RURAL,South East,ABIA,2.0,Male,45.0,Senior secondary,Middle,,8,,,,,,
21.0,19.0,RURAL,South East,ABIA,3.0,Male,82.0,Senior secondary,Fourth,,2,,,,,,
21.0,20.0,RURAL,South East,ABIA,5.0,Female,50.0,Senior secondary,Second,,8,,16.0,,,3.0,0.0
22.0,1.0,RURAL,South East,ABIA,6.0,Male,43.0,Senior secondary,Middle,,6,,26.0,,,8.0,2.0
22.0,2.0,RURAL,South East,ABIA,6.0,Male,36.0,Senior secondary,Middle,,4,36.0,27.0,7.0,0.0,7.0,0.0
22.0,3.0,RURAL,South East,ABIA,2.0,Male,30.0,Higher/tertiary,Fourth,,0,,26.0,,,10.0,1.0
22.0,4.0,RURAL,South East,ABIA,5.0,Female,39.0,Higher/tertiary,Middle,,5,,39.0,,,6.0,0.0
22.0,5.0,RURAL,South East,ABIA,3.0,Female,69.0,None,Middle,,1,,,,,,
22.0,6.0,RURAL,South East,ABIA,5.0,Male,33.0,Senior secondary,Fourth,,6,33.0,29.0,6.0,1.0,4.0,1.0
22.0,7.0,RURAL,South East,ABIA,6.0,Male,40.0,Senior secondary,Middle,,3,,32.0,,,3.0,0.0
22.0,8.0,RURAL,South East,ABIA,2.0,Male,70.0,Primary,Middle,,0,,,,,,
22.0,9.0,RURAL,South East,ABIA,7.0,Male,46.0,Senior secondary,Fourth,,5,,43.0,,,5.0,1.0
22.0,10.0,RURAL,South East,ABIA,2.0,Male,82.0,Primary,Middle,,0,,32.0,,,5.0,1.0
22.0,11.0,RURAL,South East,ABIA,6.0,Female,68.0,Primary,Fourth,,6,,,,,,
22.0,12.0,RURAL,South East,ABIA,2.0,Male,59.0,Senior secondary,Middle,,7,,,,,,
22.0,13.0,RURAL,South East,ABIA,2.0,Male,31.0,Senior secondary,Middle,,7,,22.0,,,10.0,1.0
22.0,14.0,RURAL,South East,ABIA,4.0,Female,39.0,Junior secondary,Second,,7,,39.0,,,2.0,0.0
22.0,15.0,RURAL,South East,ABIA,5.0,Male,64.0,Primary,Middle,,7,,48.0,,,6.0,0.0
22.0,16.0,RURAL,South East,ABIA,2.0,Male,95.0,None,Middle,,0,,,,,,
22.0,17.0,RURAL,South East,ABIA,4.0,Male,55.0,Senior secondary,Middle,,0,,47.0,,,4.0,0.0
22.0,18.0,RURAL,South East,ABIA,3.0,Male,84.0,Primary,Middle,,2,,15.0,,,4.0,0.0
22.0,19.0,RURAL,South East,ABIA,2.0,Male,24.0,Senior secondary,Fourth,,0,,,,,,
22.0,20.0,RURAL,South East,ABIA,6.0,Male,64.0,Primary,Fourth,,2,,44.0,,,4.0,0.0
23.0,1.0,RURAL,South East,ABIA,2.0,Female,87.0,Primary,Middle,,6,,,,,,
23.0,2.0,RURAL,South East,ABIA,7.0,Male,50.0,Primary,Middle,,2,,32.5,,,3.0,1.0
23.0,3.0,RURAL,South East,ABIA,1.0,Female,56.0,Higher/tertiary,Fourth,,0,,,,,,
23.0,4.0,RURAL,South East,ABIA,5.0,Male,55.0,Senior secondary,Middle,,4,,31.5,,,2.5,0.0
23.0,5.0,RURAL,South East,ABIA,3.0,Male,60.0,Primary,Middle,,7,,,,,,
23.0,6.0,RURAL,South East,ABIA,4.0,Male,44.0,Senior secondary,Richest,,4,,29.0,,,8.0,1.0
23.0,7.0,RURAL,South East,ABIA,7.0,Male,49.0,Higher/tertiary,Richest,,0,49.0,25.0,6.0,1.0,10.0,3.0
23.0,8.0,RURAL,South East,ABIA,3.0,Female,49.0,Senior secondary,Fourth,,4,,49.0,,,8.0,1.0
23.0,9.0,RURAL,South East,ABIA,6.0,Male,56.0,Senior secondary,Richest,,4,16.0,43.0,4.0,2.0,8.0,1.0
23.0,10.0,RURAL,South East,ABIA,5.0,Male,67.0,None,Fourth,,6,,18.0,,,10.0,1.0
23.0,11.0,RURAL,South East,ABIA,5.0,Male,61.0,Primary,Middle,,7,16.0,17.0,5.0,1.0,4.0,0.0
23.0,12.0,RURAL,South East,ABIA,4.0,Male,76.0,Junior secondary,Middle,,7,,,,,,
23.0,13.0,RURAL,South East,ABIA,1.0,Female,65.0,None,Second,,4,,,,,,
23.0,14.0,RURAL,South East,ABIA,2.0,Male,68.0,Primary,Middle,,6,,,,,,
23.0,15.0,RURAL,South East,ABIA,6.0,Male,48.0,Primary,Middle,,7,27.0,41.0,6.0,2.0,3.0,1.0
23.0,16.0,RURAL,South East,ABIA,4.0,Male,43.0,Primary,Fourth,,2,,,,,,
23.0,17.0,RURAL,South East,ABIA,3.0,Male,78.0,Primary,Middle,,0,,15.0,,,3.0,0.0
23.0,18.0,RURAL,South East,ABIA,7.0,Male,39.0,Primary,Richest,,0,,35.0,,,4.0,0.0
23.0,19.0,RURAL,South East,ABIA,7.0,Male,70.0,Primary,Middle,,0,17.0,,5.5,2.0,,
24.0,1.0,RURAL,South East,ABIA,1.0,Male,81.0,Primary,Fourth,,0,,,,,,
24.0,2.0,RURAL,South East,ABIA,5.0,Male,41.0,Junior secondary,Middle,,8,41.0,26.0,6.0,1.0,3.0,0.0
24.0,3.0,RURAL,South East,ABIA,2.0,Female,76.0,None,Second,,0,,,,,,
24.0,4.0,RURAL,South East,ABIA,3.0,Male,45.0,Primary,Second,,8,45.0,23.5,6.0,1.0,3.0,0.0
24.0,5.0,RURAL,South East,ABIA,4.0,Male,52.0,Primary,Second,,0,,45.0,,,4.0,0.0
24.0,6.0,RURAL,South East,ABIA,4.0,Male,50.0,None,Poorest,,8,28.0,33.5,6.0,1.0,4.0,1.0
24.0,7.0,RURAL,South East,ABIA,4.0,Male,56.0,Primary,Second,,6,,47.0,,,4.0,1.0
24.0,8.0,RURAL,South East,ABIA,1.0,Male,37.0,Senior secondary,Second,,8,37.0,,7.0,1.0,,
24.0,9.0,RURAL,South East,ABIA,8.0,Male,45.0,Senior secondary,Poorest,,7,,36.0,,,4.0,1.0
24.0,10.0,RURAL,South East,ABIA,3.0,Female,65.0,Primary,Second,,6,30.0,27.0,5.0,1.0,6.0,1.0
24.0,11.0,RURAL,South East,ABIA,2.0,Male,73.0,Primary,Middle,,7,,,,,,
24.0,12.0,RURAL,South East,ABIA,5.0,Male,50.0,Primary,Middle,,7,16.0,29.0,8.0,1.0,3.5,0.0
