hh_own_animal,hh1,hh2,hhsex,hh_own_dwelling,hh_agricultural_land,hh_ag_land_size,hc18a,hc18b,hc18c,hc18d,hc18e,hc18f,hc18g,hc18h,hc18i,hc18k,hc18l,hc18m,hc18n
NO,990.0,5.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,6.0,Male,OWN,YES,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,7.0,Male,OWN,YES,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,8.0,Male,OWN,YES,5.0,3.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,9.0,Male,OWN,YES,3.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,10.0,Male,OWN,YES,3.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,11.0,Male,OWN,YES,6.0,0.0,0.0,0.0,10.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,12.0,Male,OWN,YES,4.0,4.0,6.0,0.0,12.0,10.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,13.0,Male,OWN,YES,4.0,2.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,14.0,Male,OWN,YES,5.0,0.0,2.0,0.0,10.0,3.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
YES,990.0,15.0,Male,OWN,YES,2.0,2.0,0.0,0.0,3.0,4.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,16.0,Male,OWN,YES,5.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,17.0,Female,OWN,NO,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,18.0,Female,OWN,YES,20.0,2.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,990.0,19.0,Male,OWN,YES,6.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
YES,990.0,20.0,Male,OWN,YES,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
YES,991.0,1.0,Female,OWN,YES,2.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,2.0,Male,OWN,YES,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,3.0,Male,OWN,YES,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,991.0,4.0,Female,OWN,YES,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,5.0,Male,OWN,YES,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,6.0,Male,OWN,YES,5.0,0.0,4.0,0.0,6.0,4.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
YES,991.0,7.0,Male,OWN,YES,8.0,2.0,2.0,0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,8.0,Male,OWN,YES,2.0,0.0,0.0,0.0,4.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
YES,991.0,9.0,Male,OWN,YES,3.0,2.0,2.0,0.0,6.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,10.0,Male,OWN,YES,3.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,11.0,Male,OWN,YES,2.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,12.0,Male,OWN,YES,4.0,2.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,13.0,Male,OWN,YES,6.0,2.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,14.0,Male,OWN,YES,4.0,0.0,4.0,0.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,15.0,Male,OWN,YES,4.0,2.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,16.0,Male,OWN,NO,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,17.0,Male,OWN,YES,3.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,18.0,Male,OWN,YES,4.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,19.0,Male,OTHER,YES,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,991.0,20.0,Male,OWN,YES,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,1.0,Male,OWN,YES,4.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
YES,992.0,2.0,Male,OWN,YES,3.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,3.0,Male,OWN,YES,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
NO,992.0,4.0,Male,OWN,YES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,5.0,Male,OWN,YES,7.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,6.0,Male,OWN,YES,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,7.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,8.0,Male,OWN,YES,4.0,0.0,0.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,9.0,Male,OWN,YES,5.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
NO,992.0,10.0,Male,OWN,YES,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,11.0,Male,OWN,YES,2.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,12.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,13.0,Male,OWN,YES,9.0,0.0,2.0,0.0,12.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,14.0,Male,OWN,YES,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
YES,992.0,15.0,Male,OWN,YES,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,16.0,Male,OWN,YES,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,17.0,Male,OWN,YES,2.0,1.0,0.0,0.0,6.0,1.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
YES,992.0,18.0,Male,OWN,YES,1.0,0.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,992.0,19.0,Male,OWN,YES,3.0,0.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,992.0,20.0,Male,OWN,YES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,1.0,Male,OWN,YES,5.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,2.0,Male,OWN,YES,2.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,3.0,Male,OWN,YES,2.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,4.0,Male,OWN,YES,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,5.0,Male,OWN,YES,6.0,0.0,2.0,0.0,8.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,6.0,Male,OWN,YES,2.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,7.0,Male,OWN,YES,4.0,1.0,0.0,0.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,993.0,8.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,9.0,Male,OWN,YES,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,993.0,10.0,Male,OWN,YES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,11.0,Male,OWN,YES,2.0,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,12.0,Male,OWN,YES,2.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,13.0,Male,OWN,YES,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,993.0,14.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,15.0,Male,OWN,YES,6.0,0.0,0.0,0.0,10.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,16.0,Male,OWN,YES,2.0,2.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,17.0,Male,OWN,YES,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,18.0,Female,OWN,NO,0.0,0.0,0.0,0.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,993.0,19.0,Male,OWN,YES,3.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,993.0,20.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,1.0,Male,OWN,YES,3.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,2.0,Male,OWN,YES,10.0,12.0,0.0,0.0,20.0,0.0,10.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
YES,994.0,3.0,Male,OWN,YES,6.0,2.0,2.0,0.0,4.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,4.0,Male,OWN,YES,55.0,2.0,2.0,0.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,994.0,5.0,Male,OWN,YES,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,6.0,Male,OWN,YES,4.0,0.0,0.0,0.0,4.0,2.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
YES,994.0,7.0,Male,OWN,YES,2.0,5.0,0.0,0.0,10.0,5.0,14.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
YES,994.0,8.0,Male,OWN,YES,3.0,2.0,0.0,0.0,20.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,9.0,Male,OTHER,NO,0.0,2.0,0.0,0.0,3.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,10.0,Male,OWN,YES,4.0,0.0,0.0,0.0,11.0,6.0,24.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0
YES,994.0,11.0,Male,OWN,YES,7.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,12.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,13.0,Male,OWN,YES,29.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,994.0,14.0,Male,OWN,YES,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,15.0,Male,OWN,YES,14.0,2.0,2.0,0.0,3.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,16.0,Male,OTHER,YES,10.0,2.0,0.0,0.0,30.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,994.0,17.0,Male,OWN,YES,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,18.0,Female,OWN,YES,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,19.0,Male,OWN,YES,4.0,0.0,1.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,994.0,20.0,Male,OWN,YES,5.0,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,3.0,Male,OWN,YES,4.0,0.0,2.0,0.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,4.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,5.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,6.0,Male,OWN,YES,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0
NO,997.0,7.0,Male,OWN,YES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,8.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,9.0,Male,OTHER,YES,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,10.0,Female,OWN,NO,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,11.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,12.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,13.0,Male,OTHER,NO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,14.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,15.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,16.0,Male,OWN,YES,2.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,997.0,17.0,Male,OWN,YES,3.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,19.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,997.0,20.0,Male,OWN,YES,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,1.0,Female,OWN,YES,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,2.0,Male,OWN,YES,5.0,2.0,1.0,0.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,3.0,Male,OWN,NO,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,998.0,4.0,Female,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,5.0,Male,OWN,YES,2.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,6.0,Male,OWN,YES,4.0,0.0,0.0,0.0,4.0,5.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,7.0,Male,OWN,YES,5.0,4.0,0.0,0.0,13.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,8.0,Male,OWN,YES,6.0,5.0,4.0,0.0,8.0,9.0,28.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0
YES,998.0,9.0,Male,OWN,YES,5.0,7.0,2.0,0.0,14.0,11.0,27.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0
YES,998.0,10.0,Male,OWN,YES,2.0,3.0,4.0,0.0,2.0,2.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
NO,998.0,11.0,Male,OWN,YES,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,12.0,Male,OWN,YES,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,13.0,Male,OWN,YES,18.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,14.0,Male,OWN,YES,19.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,15.0,Male,OWN,YES,4.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,16.0,Male,OWN,YES,6.0,2.0,0.0,0.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,998.0,17.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,18.0,Male,OWN,YES,6.0,9.0,0.0,0.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,998.0,19.0,Male,OWN,YES,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,998.0,20.0,Male,OWN,YES,10.0,6.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,1.0,Male,OWN,YES,2.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,2.0,Male,OWN,YES,5.0,4.0,0.0,5.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,3.0,Male,OWN,YES,3.0,10.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,4.0,Male,OWN,YES,4.0,5.0,2.0,0.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,5.0,Male,OWN,YES,4.0,12.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,6.0,Male,OWN,YES,5.0,4.0,6.0,0.0,10.0,8.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
NO,999.0,7.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,8.0,Male,OWN,YES,3.0,4.0,3.0,0.0,5.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,9.0,Male,OWN,YES,2.0,10.0,12.0,0.0,20.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,10.0,Male,OWN,YES,5.0,5.0,6.0,0.0,8.0,9.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,11.0,Male,OWN,YES,5.0,3.0,0.0,0.0,4.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,12.0,Male,OWN,YES,6.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,13.0,Male,OWN,YES,40.0,10.0,0.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,14.0,Male,OWN,YES,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,15.0,Male,OWN,YES,25.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,16.0,Male,OWN,YES,5.0,4.0,0.0,0.0,12.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,17.0,Male,OWN,NO,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,18.0,Male,OWN,NO,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,999.0,19.0,Male,OWN,YES,9.0,10.0,0.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
NO,999.0,20.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,1.0,Male,OWN,YES,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,2.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,3.0,Male,OTHER,YES,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,4.0,Male,OWN,YES,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,5.0,Male,OWN,YES,4.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,6.0,Male,OWN,YES,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
NO,1000.0,7.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,8.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,9.0,Male,OWN,YES,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,10.0,Male,OWN,YES,4.0,0.0,0.0,0.0,10.0,13.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
YES,1000.0,11.0,Male,OWN,YES,10.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,12.0,Male,OWN,YES,2.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,13.0,Male,OWN,YES,11.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,14.0,Male,RENT,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,15.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,16.0,Male,OWN,YES,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,17.0,Female,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,18.0,Male,OWN,YES,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,1000.0,19.0,Male,OWN,YES,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1000.0,20.0,Male,OWN,YES,1.0,20.0,0.0,0.0,20.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
YES,1001.0,1.0,Male,OWN,YES,2.0,0.0,0.0,0.0,0.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,0.0,0.0
YES,1001.0,2.0,Male,OWN,NO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1001.0,3.0,Male,OWN,YES,4.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,10.0,40.0,10.0
YES,1001.0,4.0,Male,OWN,NO,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
YES,1001.0,5.0,Male,OWN,YES,3.0,0.0,2.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YES,1001.0,6.0,Male,OWN,YES,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
